432	359.91	359.91
433	361.32	361.32
434	361.68	361.68
435	360.8	360.8
436	359.39	359.39
437	357.42	357.42
438	355.63	355.63
439	356.09	356.09
440	357.56	357.56
441	358.87	358.87
442	359.87	359.87
443	360.79	360.79
444	361.77	361.77
445	363.23	363.23
446	363.77	363.77
447	363.22	363.22
448	361.7	361.7
449	359.11	359.11
450	358.11	358.11
451	357.97	357.97
452	359.4	359.4
453	360.61	360.61
454	362.04	362.04
455	363.17	363.17
456	364.17	364.17
457	364.51	364.51
458	365.16	365.16
459	364.93	364.93
460	363.53	363.53
461	361.38	361.38
462	359.6	359.6
463	359.54	359.54
464	360.84	360.84
465	362.18	362.18
466	363.04	363.04
467	364.09	364.09
468	364.47	364.47
469	366.25	366.25
470	366.69	366.69
471	365.59	365.59
472	364.34	364.34
473	362.2	362.2
474	360.31	360.31
475	360.71	360.71
476	362.44	362.44
477	364.33	364.33
478	365.18	365.18
479	365.98	365.98
480	367.13	367.13
481	368.61	368.61
482	369.49	369.49
483	368.95	368.95
484	367.74	367.74
485	365.79	365.79
486	364.01	364.01
487	364.35	364.35
488	365.52	365.52
489	367.08	367.08
490	368.12	368.12
491	368.98	368.98
492	369.6	369.6
493	370.96	370.96
494	370.77	370.77
495	370.33	370.33
496	369.28	369.28
497	366.86	366.86
498	364.94	364.94
499	365.35	365.35
500	366.68	366.68
501	368.04	368.04
502	369.25	369.25
503	369.5	369.5
504	370.56	370.56
505	371.82	371.82
506	371.51	371.51
507	371.71	371.71
508	369.85	369.85
509	368.2	368.2
510	366.91	366.91
511	366.99	366.99
512	368.33	368.33
513	369.67	369.67
514	370.52	370.52
515	371.49	371.49
516	372.53	372.53
517	373.37	373.37
518	373.82	373.82
519	373.18	373.18
520	371.57	371.57
521	369.63	369.63
522	368.16	368.16
523	368.42	368.42
524	369.69	369.69
525	371.18	371.18
526	372.45	372.45
527	373.14	373.14
528	373.93	373.93
529	375	375
530	375.65	375.65
531	375.5	375.5
532	374	374
533	371.83	371.83
534	370.66	370.66
535	370.51	370.51
536	372.2	372.2
537	373.71	373.71
538	374.87	374.87
539	375.62	375.62
540	376.48	376.48
541	377.74	377.74
542	378.5	378.5
543	378.18	378.18
544	376.72	376.72
545	374.31	374.31
546	373.2	373.2
547	373.1	373.1
548	374.64	374.64
549	375.93	375.93
550	377	377
551	377.87	377.87
552	378.73	378.73
553	380.41	380.41
554	380.63	380.63
555	379.56	379.56
556	377.61	377.61
557	376.15	376.15
558	374.11	374.11
559	374.44	374.44
560	375.93	375.93
561	377.45	377.45
562	378.47	378.47
563	379.76	379.76
564	381.14	381.14
565	382.2	382.2
566	382.47	382.47
567	382.2	382.2
568	380.78	380.78
569	378.73	378.73
570	376.66	376.66
571	376.98	376.98
572	378.29	378.29
573	379.92	379.92
574	381.35	381.35
575	382.16	382.16
576	382.66	382.66
577	384.73	384.73
578	384.98	384.98
579	384.09	384.09
580	382.38	382.38
581	380.45	380.45
582	378.92	378.92
583	379.16	379.16
584	380.18	380.18
585	381.79	381.79
586	382.93	382.93
587	383.81	383.81
588	384.56	384.56
589	386.4	386.4
590	386.58	386.58
591	386.05	386.05
592	384.49	384.49
593	382	382
594	380.9	380.9
595	381.14	381.14
596	382.42	382.42
597	383.89	383.89
598	385.44	385.44
599	385.73	385.73
600	385.97	385.97
601	387.16	387.16
602	388.5	388.5
603	387.88	387.88
604	386.42	386.42
605	384.15	384.15
606	383.09	383.09
607	382.99	382.99
608	384.13	384.13
609	385.56	385.56
610	386.94	386.94
611	387.42	387.42
612	388.77	388.77
613	389.44	389.44
614	390.19	390.19
615	389.45	389.45
616	387.78	387.78
617	385.92	385.92
618	384.79	384.79
619	384.39	384.39
620	386	386
621	387.31	387.31
622	388.5	388.5
623	389.94	389.94
624	391.09	391.09
625	392.52	392.52
626	393.04	393.04
627	392.15	392.15
628	390.22	390.22
629	388.26	388.26
630	386.83	386.83
631	387.2	387.2
632	388.65	388.65
633	389.73	389.73
634	391.25	391.25
635	391.82	391.82
636	392.49	392.49
637	393.34	393.34
638	394.21	394.21
639	393.72	393.72
640	392.42	392.42
641	390.19	390.19
642	389.04	389.04
643	388.96	388.96
644	390.24	390.24
645	391.83	391.83
646	393.12	393.12
647	393.6	393.6
648	394.45	394.45
649	396.18	396.18
650	396.78	396.78
651	395.83	395.83
652	394.3	394.3
653	392.41	392.41
654	391.06	391.06
655	391.01	391.01
656	392.81	392.81
657	394.28	394.28
658	395.51	395.51
659	396.8	396.8
660	397.32	397.32
661	398.39	398.39
