330	343.2	40.4338	343.2
331	343.08	41.44	343.08
332	344.4	40.4338	344.4
333	345.82	38.8804	345.82
334	346.54	39.3953	346.54
335	347.13	45.6119	347.13
336	348.05	43.441	348.05
337	349.77	41.5528	349.77
338	350.53	50.3545	350.53
339	349.9	49.3097	349.9
340	348.11	44.9533	348.11
341	346.09	39.9076	346.09
342	345.01	41.9928	345.01
343	344.47	39.7766	344.47
344	345.86	46.4791	345.86
345	347.15	39.7404	347.15
346	348.38	43.1673	348.38
347	348.7	46.9958	348.7
348	349.72	46.644	349.72
349	351.32	50.7882	351.32
350	352.14	45.0442	352.14
351	351.61	43.2177	351.61
352	349.91	41.6167	349.91
353	347.84	40.7092	347.84
354	346.52	38.4796	346.52
355	346.65	46.7262	346.65
356	347.96	37.78	347.96
357	349.18	43.9437	349.18
358	350.38	44.6236	350.38
359	351.68	40.8556	351.68
360	352.24	37.4265	352.24
361	353.66	40.5723	353.66
362	354.18	44.9548	354.18
363	353.68	46.002	353.68
364	352.58	43.8728	352.58
365	350.65	42.5858	350.65
366	349.03	43.2628	349.03
367	349.08	42.0371	349.08
368	350.15	40.6893	350.15
369	351.44	39.8932	351.44
370	352.89	44.2407	352.89
371	353.24	46.7833	353.24
372	353.8	41.3884	353.8
373	355.59	46.727	355.59
374	355.89	45.4866	355.89
375	355.3	44.2878	355.3
376	353.98	42.8714	353.98
377	351.53	44.6045	351.53
378	350.02	46.1465	350.02
379	350.29	45.9544	350.29
380	351.44	45.4856	351.44
381	352.84	39.8819	352.84
382	353.79	45.6339	353.79
383	354.88	43.8172	354.88
384	355.65	41.2666	355.65
385	356.27	49.7887	356.27
386	357.29	50.3379	357.29
387	356.32	46.8404	356.32
388	354.88	42.1501	354.88
389	352.89	38.2179	352.89
390	351.28	44.6236	351.28
391	351.59	44.0088	351.59
392	353.05	47.9817	353.05
393	354.27	49.3778	354.27
394	354.87	40.8718	354.87
395	355.68	48.7213	355.68
396	357.06	41.6462	357.06
397	358.51	39.955	358.51
398	359.09	40.1587	359.09
399	358.1	42.6848	358.1
400	356.12	40.7758	356.12
401	353.89	43.3608	353.89
402	352.3	45.0399	352.3
403	352.32	42.1764	352.32
404	353.79	43.5931	353.79
405	355.07	43.6243	355.07
406	356.17	42.3553	356.17
407	356.93	48.0166	356.93
408	357.82	45.9096	357.82
409	359	47.9946	359
