 -3.1809   1.4600
 -3.1539   1.4600
 -3.1268   1.4600
 -3.0996   1.4599
 -3.0725   1.4599
 -3.0452   1.4599
 -3.0180   1.4599
 -2.9906   1.4598
 -2.9633   1.4598
 -2.9358   1.4598
 -2.9084   1.4598
 -2.8809   1.4597
 -2.8533   1.4597
 -2.8257   1.4597
 -2.7980   1.4596
 -2.7703   1.4596
 -2.7425   1.4595
 -2.7146   1.4595
 -2.6867   1.4595
 -2.6587   1.4594
 -2.6307   1.4594
 -2.6025   1.4593
 -2.5743   1.4592
 -2.5461   1.4592
 -2.5177   1.4591
 -2.4893   1.4591
 -2.4608   1.4590
 -2.4323   1.4589
 -2.4036   1.4588
 -2.3748   1.4587
 -2.3460   1.4586
 -2.3171   1.4585
 -2.2880   1.4584
 -2.2589   1.4583
 -2.2297   1.4582
 -2.2003   1.4581
 -2.1709   1.4579
 -2.1413   1.4578
 -2.1116   1.4576
 -2.0818   1.4574
 -2.0518   1.4573
 -2.0217   1.4571
 -1.9915   1.4568
 -1.9611   1.4566
 -1.9306   1.4564
 -1.8999   1.4561
 -1.8691   1.4558
 -1.8381   1.4555
 -1.8069   1.4551
 -1.7755   1.4548
 -1.7440   1.4544
 -1.7122   1.4539
 -1.6803   1.4534
 -1.6481   1.4529
 -1.6157   1.4523
 -1.5830   1.4517
 -1.5502   1.4510
 -1.5170   1.4503
 -1.4836   1.4495
 -1.4500   1.4486
 -1.4160   1.4476
 -1.3817   1.4465
 -1.3472   1.4453
 -1.3123   1.4440
 -1.2771   1.4426
 -1.2416   1.4410
 -1.2057   1.4392
 -1.1694   1.4373
 -1.1328   1.4351
 -1.0958   1.4327
 -1.0584   1.4301
 -1.0207   1.4271
 -0.9825   1.4239
 -0.9440   1.4203
 -0.9052   1.4163
 -0.8659   1.4118
 -0.8264   1.4069
 -0.7865   1.4014
 -0.7464   1.3954
 -0.7060   1.3887
 -0.6655   1.3814
 -0.6249   1.3733
 -0.5842   1.3644
 -0.5435   1.3546
 -0.5029   1.3440
 -0.4625   1.3324
 -0.4224   1.3199
 -0.3827   1.3063
 -0.3434   1.2918
 -0.3045   1.2762
 -0.2663   1.2597
 -0.2285   1.2421
 -0.1913   1.2234
 -0.1546   1.2038
 -0.1183   1.1833
 -0.0820   1.1617
 -0.0455   1.1391
 -0.0079   1.1154
  0.0324   1.0903
  0.0796   1.0633
  0.1815   1.0257
  0.2328   1.0405
  0.2771   1.0550
  0.3187   1.0689
  0.3589   1.0820
  0.3987   1.0942
  0.4384   1.1054
  0.4782   1.1156
  0.5182   1.1247
  0.5585   1.1327
  0.5992   1.1396
  0.6401   1.1454
  0.6812   1.1500
  0.7226   1.1536
  0.7640   1.1562
  0.8055   1.1578
  0.8470   1.1584
  0.8883   1.1581
  0.9295   1.1570
  0.9705   1.1551
  1.0112   1.1526
  1.0516   1.1494
  1.0916   1.1457
  1.1312   1.1415
  1.1704   1.1368
  1.2092   1.1318
  1.2476   1.1264
  1.2855   1.1207
  1.3230   1.1147
  1.3600   1.1085
  1.3967   1.1021
  1.4329   1.0956
  1.4687   1.0889
  1.5041   1.0821
  1.5391   1.0753
  1.5737   1.0683
  1.6080   1.0612
  1.6420   1.0541
  1.6756   1.0470
  1.7089   1.0398
  1.7419   1.0326
  1.7746   1.0254
  1.8070   1.0182
  1.8392   1.0109
  1.8711   1.0037
  1.9028   0.9964
  1.9342   0.9892
  1.9654   0.9820
  1.9964   0.9747
  2.0272   0.9675
  2.0578   0.9603
  2.0882   0.9531
  2.1184   0.9459
  2.1485   0.9387
  2.1783   0.9315
  2.2081   0.9244
  2.2376   0.9173
  2.2670   0.9101
  2.2963   0.9030
  2.3254   0.8960
  2.3545   0.8889
  2.3833   0.8818
  2.4121   0.8748
  2.4407   0.8678
  2.4693   0.8608
  2.4977   0.8538
  2.5260   0.8468
  2.5542   0.8399
  2.5823   0.8329
  2.6103   0.8260
  2.6383   0.8191
  2.6661   0.8122
  2.6939   0.8053
  2.7215   0.7984
  2.7491   0.7916
  2.7767   0.7847
  2.8041   0.7779
  2.8315   0.7711
  2.8588   0.7643
  2.8860   0.7575
  2.9132   0.7507
  2.9403   0.7440
  2.9673   0.7372
  2.9943   0.7305
  3.0212   0.7237
  3.0481   0.7170
  3.0749   0.7103
  3.1016   0.7036
  3.1283   0.6969
  3.1550   0.6902
  3.1816   0.6835
  3.2081   0.6769
  3.2346   0.6702
  3.2611   0.6636
  3.2875   0.6570
  3.3139   0.6503
  3.3402   0.6437
  3.3665   0.6371
  3.3927   0.6305
  3.4190   0.6239

