 -3.2415   1.3200
 -3.2148   1.3200
 -3.1880   1.3200
 -3.1612   1.3199
 -3.1344   1.3199
 -3.1075   1.3199
 -3.0806   1.3199
 -3.0537   1.3199
 -3.0267   1.3198
 -2.9997   1.3198
 -2.9726   1.3198
 -2.9455   1.3198
 -2.9184   1.3197
 -2.8912   1.3197
 -2.8640   1.3197
 -2.8367   1.3196
 -2.8094   1.3196
 -2.7821   1.3196
 -2.7547   1.3195
 -2.7272   1.3195
 -2.6997   1.3194
 -2.6721   1.3194
 -2.6445   1.3193
 -2.6169   1.3193
 -2.5891   1.3192
 -2.5613   1.3192
 -2.5335   1.3191
 -2.5056   1.3190
 -2.4776   1.3190
 -2.4496   1.3189
 -2.4215   1.3188
 -2.3933   1.3187
 -2.3650   1.3186
 -2.3367   1.3185
 -2.3083   1.3184
 -2.2798   1.3183
 -2.2512   1.3182
 -2.2226   1.3181
 -2.1938   1.3179
 -2.1650   1.3178
 -2.1361   1.3176
 -2.1070   1.3174
 -2.0779   1.3173
 -2.0486   1.3171
 -2.0193   1.3168
 -1.9898   1.3166
 -1.9602   1.3164
 -1.9305   1.3161
 -1.9007   1.3158
 -1.8707   1.3155
 -1.8406   1.3151
 -1.8104   1.3148
 -1.7800   1.3143
 -1.7495   1.3139
 -1.7188   1.3134
 -1.6879   1.3129
 -1.6569   1.3123
 -1.6257   1.3117
 -1.5943   1.3110
 -1.5628   1.3103
 -1.5310   1.3095
 -1.4991   1.3086
 -1.4669   1.3076
 -1.4346   1.3065
 -1.4020   1.3054
 -1.3692   1.3041
 -1.3362   1.3026
 -1.3030   1.3011
 -1.2695   1.2993
 -1.2358   1.2974
 -1.2019   1.2953
 -1.1678   1.2930
 -1.1334   1.2905
 -1.0988   1.2877
 -1.0641   1.2846
 -1.0291   1.2811
 -0.9939   1.2774
 -0.9586   1.2732
 -0.9232   1.2687
 -0.8876   1.2636
 -0.8520   1.2581
 -0.8163   1.2521
 -0.7807   1.2455
 -0.7450   1.2384
 -0.7095   1.2306
 -0.6741   1.2221
 -0.6389   1.2130
 -0.6038   1.2032
 -0.5691   1.1926
 -0.5346   1.1814
 -0.5004   1.1694
 -0.4666   1.1566
 -0.4330   1.1432
 -0.3996   1.1290
 -0.3663   1.1142
 -0.3330   1.0988
 -0.2993   1.0828
 -0.2645   1.0663
 -0.2274   1.0495
 -0.1846   1.0328
 -0.0971   1.0198
 -0.0613   1.0473
 -0.0308   1.0734
 -0.0024   1.0986
  0.0252   1.1231
  0.0526   1.1469
  0.0801   1.1702
  0.1079   1.1928
  0.1361   1.2148
  0.1648   1.2362
  0.1940   1.2571
  0.2236   1.2773
  0.2538   1.2968
  0.2844   1.3158
  0.3155   1.3342
  0.3468   1.3519
  0.3785   1.3691
  0.4105   1.3857
  0.4427   1.4017
  0.4750   1.4173
  0.5074   1.4323
  0.5400   1.4468
  0.5725   1.4608
  0.6050   1.4745
  0.6375   1.4877
  0.6699   1.5005
  0.7023   1.5130
  0.7345   1.5251
  0.7666   1.5370
  0.7986   1.5485
  0.8304   1.5598
  0.8621   1.5708
  0.8935   1.5816
  0.9249   1.5922
  0.9560   1.6026
  0.9870   1.6128
  1.0179   1.6228
  1.0485   1.6327
  1.0790   1.6424
  1.1093   1.6519
  1.1395   1.6614
  1.1695   1.6707
  1.1994   1.6799
  1.2291   1.6890
  1.2586   1.6981
  1.2880   1.7070
  1.3173   1.7158
  1.3464   1.7245
  1.3754   1.7332
  1.4043   1.7418
  1.4331   1.7504
  1.4617   1.7588
  1.4902   1.7672
  1.5187   1.7756
  1.5470   1.7839
  1.5752   1.7921
  1.6033   1.8003
  1.6313   1.8085
  1.6592   1.8166
  1.6870   1.8246
  1.7147   1.8327
  1.7423   1.8407
  1.7699   1.8486
  1.7973   1.8565
  1.8247   1.8644
  1.8521   1.8723
  1.8793   1.8801
  1.9065   1.8879
  1.9336   1.8956
  1.9606   1.9034
  1.9876   1.9111
  2.0145   1.9188
  2.0413   1.9264
  2.0681   1.9341
  2.0949   1.9417
  2.1215   1.9493
  2.1482   1.9569
  2.1747   1.9644
  2.2013   1.9720
  2.2277   1.9795
  2.2541   1.9870
  2.2805   1.9945
  2.3068   2.0019
  2.3331   2.0094
  2.3594   2.0168
  2.3856   2.0243
  2.4117   2.0317
  2.4378   2.0391
  2.4639   2.0464
  2.4899   2.0538
  2.5159   2.0612
  2.5419   2.0685
  2.5678   2.0758
  2.5937   2.0832
  2.6196   2.0905
  2.6454   2.0978
  2.6712   2.1050
  2.6970   2.1123
  2.7227   2.1196
  2.7484   2.1268

