0.01	145
0.02	72.0002
0.03	48
0.04	36
0.05	28.8
0.06	24
0.07	20.5714
0.08	18
0.09	16
0.1	14.4
0.11	13.0909
0.12	12
0.13	11.0769
0.14	10.2857
0.15	9.6
0.16	9
0.17	8.47059
0.18	8
0.19	7.57895
0.2	7.2
0.21	6.85714
0.22	6.54545
0.23	6.26087
0.24	6
0.25	5.76
0.26	5.53846
0.27	5.33333
0.28	5.14286
0.29	4.96552
0.3	4.8
0.31	4.64516
0.32	4.5
0.33	4.36364
0.34	4.23529
0.35	4.11429
0.36	4
0.37	3.89189
0.38	3.78947
0.39	3.69231
0.4	3.6
0.41	3.5122
0.42	3.42857
0.43	3.34884
0.44	3.27273
0.45	3.2
0.46	3.13043
0.47	3.06383
0.48	3
0.49	2.93878
0.5	2.88
0.51	2.82353
0.52	2.76923
0.53	2.71698
0.54	2.66667
0.55	2.61818
0.56	2.57143
0.57	2.52632
0.58	2.48276
0.59	2.44068
0.6	2.4
0.61	2.36066
0.62	2.32258
0.63	2.28571
0.64	2.25
0.65	2.21538
0.66	2.18182
0.67	2.14925
0.68	2.11765
0.69	2.08696
0.7	2.05714
0.71	2.02817
0.72	2
0.73	1.9726
0.74	1.94595
0.75	1.92
0.76	1.89474
0.77	1.87013
0.78	1.84615
0.79	1.82278
0.8	1.8
0.81	1.77778
0.82	1.7561
0.83	1.73494
0.84	1.71429
0.85	1.69412
0.86	1.67442
0.87	1.65517
0.88	1.63636
0.89	1.61798
0.9	1.6
0.91	1.58242
0.92	1.56522
0.93	1.54839
0.94	1.53191
0.95	1.51579
0.96	1.5
0.97	1.48454
0.98	1.46939
0.99	1.45455
1	1.44

0.01	655.238
0.02	512.572
0.03	380.099
0.04	277.509
0.05	200.791
0.06	144.136
0.07	102.559
0.08	72.1722
0.09	50.0356
0.1	33.9598
0.11	22.3243
0.12	13.9356
0.13	7.91642
0.14	3.62365
0.15	0.58622
0.16	-1.54034
0.17	-3.00767
0.18	-3.99935
0.19	-4.64916
0.2	-5.05443
0.21	-5.28588
0.22	-5.39478
0.23	-5.4182
0.24	-5.38289
0.25	-5.30807
0.26	-5.2075
0.27	-5.09096
0.28	-4.96536
0.29	-4.83553
0.3	-4.70481
0.31	-4.57545
0.32	-4.44895
0.33	-4.32625
0.34	-4.20791
0.35	-4.09424
0.36	-3.98532
0.37	-3.88114
0.38	-3.7816
0.39	-3.68654
0.4	-3.59578
0.41	-3.5091
0.42	-3.42631
0.43	-3.34718
0.44	-3.27151
0.45	-3.19911
0.46	-3.12978
0.47	-3.06335
0.48	-2.99965
0.49	-2.93852
0.5	-2.87981
0.51	-2.82339
0.52	-2.76913
0.53	-2.71691
0.54	-2.66661
0.55	-2.61814
0.56	-2.5714
0.57	-2.52629
0.58	-2.48274
0.59	-2.44067
0.6	-2.39999
0.61	-2.36065
0.62	-2.32258
0.63	-2.28571
0.64	-2.25
0.65	-2.21538
0.66	-2.18182
0.67	-2.14925
0.68	-2.11765
0.69	-2.08696
0.7	-2.05714
0.71	-2.02817
0.72	-2
0.73	-1.9726
0.74	-1.94595
0.75	-1.92
0.76	-1.89474
0.77	-1.87013
0.78	-1.84615
0.79	-1.82278
0.8	-1.8
0.81	-1.77778
0.82	-1.7561
0.83	-1.73494
0.84	-1.71429
0.85	-1.69412
0.86	-1.67442
0.87	-1.65517
0.88	-1.63636
0.89	-1.61798
0.9	-1.6
0.91	-1.58242
0.92	-1.56522
0.93	-1.54839
0.94	-1.53191
0.95	-1.51579
0.96	-1.5
0.97	-1.48454
0.98	-1.46939
0.99	-1.45455
1	-1.44
