   0.000   0.000   0.000
   0.462   0.200   0.000
   0.340  -0.120   0.118
  -0.122  -0.320   0.118
   0.557   0.002   0.105
   0.229   0.109  -0.004
  -0.218  -0.122   0.012
   0.110  -0.228   0.122
